105.50, 4.2004E-7, 9.9996E+0, -9.9993E+0, 2.13266E-2, -2.78318E-2, 2.4581E-3, 2.6166E-7, -1.7384E+35
110.53, 4.5810E-7, 9.9996E+0, -9.9992E+0, 2.38603E-2, -2.97530E-2, 2.6808E-3, 2.3523E-7, -1.7876E+35
115.53, 4.9537E-7, 9.9996E+0, -9.9992E+0, 2.62402E-2, -3.17345E-2, 2.8989E-3, 5.5369E-7, -1.7507E+35
120.38, 5.1760E-7, 9.9996E+0, -9.9992E+0, 3.06920E-2, -2.98848E-2, 3.0290E-3, 5.5000E-6, -1.7338E+35
125.50, 5.7097E-7, 9.9996E+0, -9.9992E+0, 3.10459E-2, -3.57768E-2, 3.3413E-3, 3.1731E-7, -1.7492E+35
129.53, 6.0008E-7, 9.9996E+0, -9.9992E+0, 3.25195E-2, -3.77102E-2, 3.5117E-3, 1.7189E-6, -1.7584E+35
135.40, 6.4383E-7, 9.9996E+0, -9.9993E+0, 3.52213E-2, -4.01288E-2, 3.7677E-3, 4.4367E-7, -1.7015E+35
140.26, 6.7973E-7, 9.9996E+0, -9.9993E+0, 3.69739E-2, -4.25774E-2, 3.9778E-3, 7.9899E-7, -1.7015E+35
148.37, 7.3960E-7, 9.9996E+0, -9.9993E+0, 4.03453E-2, -4.62123E-2, 4.3281E-3, 6.5347E-7, -1.6615E+35
156.15, 7.9678E-7, 9.9996E+0, -9.9993E+0, 4.34485E-2, -4.98013E-2, 4.6628E-3, 2.2521E-6, -1.6584E+35
164.15, 8.5599E-7, 9.9996E+0, -9.9993E+0, 4.69368E-2, -5.32432E-2, 5.0093E-3, 5.3531E-7, -1.6538E+35
172.26, 9.1971E-7, 9.9996E+0, -9.9993E+0, 5.15151E-2, -5.61215E-2, 5.3821E-3, 4.3543E-6, -1.6123E+35
180.39, 9.7510E-7, 9.9996E+0, -9.9993E+0, 5.41348E-2, -5.99845E-2, 5.7063E-3, 6.9338E-7, -1.6492E+35
186.24, 1.0210E-6, 9.9996E+0, -9.9993E+0, 5.89843E-2, -6.05116E-2, 5.9751E-3, 2.3953E-7, -1.5230E+35
196.17, 1.0890E-6, 9.9996E+0, -9.9993E+0, 6.06092E-2, -6.68363E-2, 6.3726E-3, 5.5510E-7, -1.3276E+35
204.14, 1.1467E-6, 9.9996E+0, -9.9993E+0, 6.36906E-2, -7.05126E-2, 6.7105E-3, 5.2527E-7, -1.3353E+35
211.83, 1.2025E-6, 9.9996E+0, -9.9993E+0, 6.64436E-2, -7.42855E-2, 7.0369E-3, 7.4563E-7, -1.2692E+35
220.06, 1.2620E-6, 9.9996E+0, -9.9993E+0, 7.00927E-2, -7.76014E-2, 7.3851E-3, 1.2198E-6, -1.2476E+35
228.02, 1.3188E-6, 9.9996E+0, -9.9993E+0, 7.34569E-2, -8.08883E-2, 7.7177E-3, 8.5385E-7, -1.1984E+35
236.13, 1.3769E-6, 9.9996E+0, -9.9993E+0, 7.67535E-2, -8.43907E-2, 8.0577E-3, 6.1389E-7, -1.2369E+35
243.94, 1.4329E-6, 9.9996E+0, -9.9993E+0, 7.98894E-2, -8.78139E-2, 8.3856E-3, 8.7021E-7, -1.1369E+35
251.97, 1.4900E-6, 9.9996E+0, -9.9993E+0, 8.32121E-2, -9.11665E-2, 8.7194E-3, 9.4080E-7, -1.1492E+35
259.53, 1.5437E-6, 9.9996E+0, -9.9993E+0, 8.63381E-2, -9.43322E-2, 9.0340E-3, 8.0184E-7, -1.1015E+35
267.57, 1.6022E-6, 9.9995E+0, -9.9993E+0, 9.04222E-2, -9.70898E-2, 9.3761E-3, 6.1068E-7, -1.0353E+35
276.04, 1.6609E-6, 9.9995E+0, -9.9993E+0, 9.38270E-2, -1.00550E-1, 9.7194E-3, 1.6502E-6, -1.0230E+35
283.99, 1.7105E-6, 9.9996E+0, -9.9993E+0, 9.95446E-2, -1.00647E-1, 1.0010E-2, 2.9944E-6, -1.1630E+35
